competitor_id,region_id,brand_name,showroom_count,market_share_pct,popular_models,service_centers
COMP00366,RG0041,Ola Electric,1,0.94,"S1 Pro, S1 Air",1
COMP00367,RG0041,Ather Energy,2,2.86,"450X, Rizta",3
COMP00368,RG0041,TVS,13,21.33,"iQube, X",19
COMP00369,RG0041,Bajaj Auto,4,5.91,"Chetak, GoGo",5
COMP00370,RG0042,Tata Motors,11,17.71,"Nexon EV, Tiago EV, Punch EV",20
COMP00371,RG0042,MG Motor,7,11.38,"ZS EV, Comet EV",10
COMP00372,RG0042,Mahindra Electric,7,11.14,"XUV400, BE 6",13
COMP00373,RG0042,BYD,7,11.31,"Atto 3, Seal",10
COMP00374,RG0042,Hyundai,1,2.31,"Kona Electric, Ioniq 5",3
COMP00375,RG0042,Ola Electric,9,14.06,"S1 Pro, S1 Air",13
COMP00376,RG0042,Ather Energy,1,1.04,"450X, Rizta",1
COMP00377,RG0042,TVS,5,7.95,"iQube, X",7
COMP00378,RG0042,Bajaj Auto,14,23.1,"Chetak, GoGo",21
COMP00379,RG0043,Tata Motors,7,11.9,"Nexon EV, Tiago EV, Punch EV",14
COMP00380,RG0043,MG Motor,5,8.28,"ZS EV, Comet EV",7
COMP00381,RG0043,Mahindra Electric,3,4.41,"XUV400, BE 6",5
COMP00382,RG0043,BYD,14,22.62,"Atto 3, Seal",20
COMP00383,RG0043,Hyundai,3,4.89,"Kona Electric, Ioniq 5",6
COMP00384,RG0043,Ola Electric,7,11.82,"S1 Pro, S1 Air",11
COMP00385,RG0043,Ather Energy,8,12.72,"450X, Rizta",11
COMP00386,RG0043,TVS,8,13.32,"iQube, X",12
COMP00387,RG0043,Bajaj Auto,6,10.04,"Chetak, GoGo",9
COMP00388,RG0044,Tata Motors,9,15.11,"Nexon EV, Tiago EV, Punch EV",17
COMP00389,RG0044,MG Motor,2,2.46,"ZS EV, Comet EV",2
COMP00390,RG0044,Mahindra Electric,16,26.37,"XUV400, BE 6",30
COMP00391,RG0044,BYD,5,7.98,"Atto 3, Seal",7
COMP00392,RG0044,Hyundai,6,9.81,"Kona Electric, Ioniq 5",11
COMP00393,RG0044,Ola Electric,2,2.52,"S1 Pro, S1 Air",2
COMP00394,RG0044,Ather Energy,3,4.41,"450X, Rizta",4
COMP00395,RG0044,TVS,4,7.35,"iQube, X",7
COMP00396,RG0044,Bajaj Auto,15,23.99,"Chetak, GoGo",22
COMP00397,RG0045,Tata Motors,12,19.63,"Nexon EV, Tiago EV, Punch EV",23
COMP00398,RG0045,MG Motor,7,11.18,"ZS EV, Comet EV",10
COMP00399,RG0045,Mahindra Electric,3,5.46,"XUV400, BE 6",6
COMP00400,RG0045,BYD,3,4.31,"Atto 3, Seal",4
COMP00401,RG0045,Hyundai,11,18.37,"Kona Electric, Ioniq 5",21
COMP00402,RG0045,Ola Electric,1,1.36,"S1 Pro, S1 Air",1
COMP00403,RG0045,Ather Energy,8,13.82,"450X, Rizta",12
COMP00404,RG0045,TVS,13,21.02,"iQube, X",19
COMP00405,RG0045,Bajaj Auto,3,4.85,"Chetak, GoGo",4
COMP00406,RG0046,Tata Motors,13,20.83,"Nexon EV, Tiago EV, Punch EV",24
COMP00407,RG0046,MG Motor,14,22.33,"ZS EV, Comet EV",20
COMP00408,RG0046,Mahindra Electric,6,10.46,"XUV400, BE 6",12
COMP00409,RG0046,BYD,4,5.84,"Atto 3, Seal",5
COMP00410,RG0046,Hyundai,6,10.08,"Kona Electric, Ioniq 5",12
COMP00411,RG0046,Ola Electric,6,10.41,"S1 Pro, S1 Air",9
COMP00412,RG0046,Ather Energy,1,2.34,"450X, Rizta",2
COMP00413,RG0046,TVS,4,6.58,"iQube, X",6
COMP00414,RG0046,Bajaj Auto,7,11.13,"Chetak, GoGo",10
COMP00415,RG0047,Tata Motors,7,17.33,"Nexon EV, Tiago EV, Punch EV",13
COMP00416,RG0047,MG Motor,2,4.21,"ZS EV, Comet EV",2
COMP00417,RG0047,Mahindra Electric,1,2.44,"XUV400, BE 6",2
COMP00418,RG0047,BYD,4,10.38,"Atto 3, Seal",6
COMP00419,RG0047,Hyundai,13,30.39,"Kona Electric, Ioniq 5",22
COMP00420,RG0047,Ola Electric,8,18.37,"S1 Pro, S1 Air",11
COMP00421,RG0047,Ather Energy,1,1.71,"450X, Rizta",1
COMP00422,RG0047,TVS,2,5.13,"iQube, X",3
COMP00423,RG0047,Bajaj Auto,4,10.04,"Chetak, GoGo",6
COMP00424,RG0048,Tata Motors,9,20.28,"Nexon EV, Tiago EV, Punch EV",15
COMP00425,RG0048,MG Motor,7,15.31,"ZS EV, Comet EV",9
COMP00426,RG0048,Mahindra Electric,7,15.5,"XUV400, BE 6",11
COMP00427,RG0048,BYD,2,3.77,"Atto 3, Seal",2
COMP00428,RG0048,Hyundai,12,28.07,"Kona Electric, Ioniq 5",21
COMP00429,RG0048,Ola Electric,1,2.39,"S1 Pro, S1 Air",1
COMP00430,RG0048,Ather Energy,1,1.73,"450X, Rizta",1
COMP00431,RG0048,TVS,3,7.48,"iQube, X",4
COMP00432,RG0048,Bajaj Auto,2,5.47,"Chetak, GoGo",3
COMP00433,RG0049,Tata Motors,13,29.7,"Nexon EV, Tiago EV, Punch EV",22
COMP00434,RG0049,MG Motor,2,5.35,"ZS EV, Comet EV",3
COMP00435,RG0049,Mahindra Electric,7,15.59,"XUV400, BE 6",11
COMP00436,RG0049,BYD,2,5.02,"Atto 3, Seal",3
COMP00437,RG0049,Hyundai,1,3.25,"Kona Electric, Ioniq 5",2
COMP00438,RG0049,Ola Electric,4,8.38,"S1 Pro, S1 Air",5
COMP00439,RG0049,Ather Energy,5,10.74,"450X, Rizta",6
COMP00440,RG0049,TVS,9,20.4,"iQube, X",12
COMP00441,RG0049,Bajaj Auto,1,1.57,"Chetak, GoGo",1
COMP00442,RG0050,Tata Motors,9,20.57,"Nexon EV, Tiago EV, Punch EV",15
COMP00443,RG0050,MG Motor,5,10.63,"ZS EV, Comet EV",6
COMP00444,RG0050,Mahindra Electric,7,16.34,"XUV400, BE 6",12
COMP00445,RG0050,BYD,1,2.48,"Atto 3, Seal",1
COMP00446,RG0050,Hyundai,2,3.78,"Kona Electric, Ioniq 5",3
COMP00447,RG0050,Ola Electric,12,28.29,"S1 Pro, S1 Air",16
COMP00448,RG0050,Ather Energy,1,2.43,"450X, Rizta",1
COMP00449,RG0050,TVS,3,6.55,"iQube, X",4
COMP00450,RG0050,Bajaj Auto,4,8.93,"Chetak, GoGo",5
COMP00451,RG0051,Tata Motors,9,11.56,"Nexon EV, Tiago EV, Punch EV",15
COMP00452,RG0051,MG Motor,14,18.0,"ZS EV, Comet EV",19
COMP00453,RG0051,Mahindra Electric,12,15.64,"XUV400, BE 6",21
COMP00454,RG0051,BYD,8,10.95,"Atto 3, Seal",11
COMP00455,RG0051,Hyundai,4,5.55,"Kona Electric, Ioniq 5",7
COMP00456,RG0051,Ola Electric,9,12.22,"S1 Pro, S1 Air",13
COMP00457,RG0051,Ather Energy,5,7.06,"450X, Rizta",7
COMP00458,RG0051,TVS,3,4.13,"iQube, X",4
COMP00459,RG0051,Bajaj Auto,11,14.89,"Chetak, GoGo",16
COMP00460,RG0052,Tata Motors,11,23.34,"Nexon EV, Tiago EV, Punch EV",20
COMP00461,RG0052,MG Motor,10,20.09,"ZS EV, Comet EV",13
COMP00462,RG0052,Mahindra Electric,10,21.51,"XUV400, BE 6",18
COMP00463,RG0052,BYD,2,4.37,"Atto 3, Seal",3
COMP00464,RG0052,Hyundai,4,8.11,"Kona Electric, Ioniq 5",7
COMP00465,RG0052,Ola Electric,3,6.54,"S1 Pro, S1 Air",4
COMP00466,RG0052,Ather Energy,2,3.61,"450X, Rizta",2
COMP00467,RG0052,TVS,2,4.9,"iQube, X",3
COMP00468,RG0052,Bajaj Auto,4,7.53,"Chetak, GoGo",5
COMP00469,RG0053,Tata Motors,13,26.94,"Nexon EV, Tiago EV, Punch EV",23
COMP00470,RG0053,MG Motor,5,10.19,"ZS EV, Comet EV",7
COMP00471,RG0053,Mahindra Electric,2,3.58,"XUV400, BE 6",3
COMP00472,RG0053,BYD,6,13.25,"Atto 3, Seal",9
COMP00473,RG0053,Hyundai,4,9.22,"Kona Electric, Ioniq 5",8
COMP00474,RG0053,Ola Electric,6,11.49,"S1 Pro, S1 Air",8
COMP00475,RG0053,Ather Energy,3,6.14,"450X, Rizta",4
COMP00476,RG0053,TVS,4,8.56,"iQube, X",6
COMP00477,RG0053,Bajaj Auto,5,10.63,"Chetak, GoGo",7
COMP00478,RG0054,Tata Motors,3,5.84,"Nexon EV, Tiago EV, Punch EV",5
COMP00479,RG0054,MG Motor,8,16.45,"ZS EV, Comet EV",11
COMP00480,RG0054,Mahindra Electric,4,7.77,"XUV400, BE 6",7
COMP00481,RG0054,BYD,3,5.57,"Atto 3, Seal",4
COMP00482,RG0054,Hyundai,5,11.13,"Kona Electric, Ioniq 5",9
COMP00483,RG0054,Ola Electric,16,33.42,"S1 Pro, S1 Air",22
COMP00484,RG0054,Ather Energy,1,1.77,"450X, Rizta",1
COMP00485,RG0054,TVS,4,8.9,"iQube, X",6
COMP00486,RG0054,Bajaj Auto,4,9.15,"Chetak, GoGo",6
COMP00487,RG0055,Tata Motors,13,27.09,"Nexon EV, Tiago EV, Punch EV",23
COMP00488,RG0055,MG Motor,3,7.19,"ZS EV, Comet EV",5
COMP00489,RG0055,Mahindra Electric,6,12.78,"XUV400, BE 6",11
COMP00490,RG0055,BYD,1,2.41,"Atto 3, Seal",2
COMP00491,RG0055,Hyundai,9,19.36,"Kona Electric, Ioniq 5",16
COMP00492,RG0055,Ola Electric,1,2.13,"S1 Pro, S1 Air",1
COMP00493,RG0055,Ather Energy,4,8.19,"450X, Rizta",5
COMP00494,RG0055,TVS,4,8.88,"iQube, X",6
COMP00495,RG0055,Bajaj Auto,6,11.97,"Chetak, GoGo",8
COMP00496,RG0056,Tata Motors,3,6.0,"Nexon EV, Tiago EV, Punch EV",5
COMP00497,RG0056,MG Motor,3,6.96,"ZS EV, Comet EV",5
COMP00498,RG0056,Mahindra Electric,9,19.12,"XUV400, BE 6",16
COMP00499,RG0056,BYD,12,25.6,"Atto 3, Seal",17
COMP00500,RG0056,Hyundai,4,7.95,"Kona Electric, Ioniq 5",7
COMP00501,RG0056,Ola Electric,7,15.5,"S1 Pro, S1 Air",10
COMP00502,RG0056,Ather Energy,3,5.86,"450X, Rizta",4
COMP00503,RG0056,TVS,3,6.8,"iQube, X",4
COMP00504,RG0056,Bajaj Auto,3,6.21,"Chetak, GoGo",4
COMP00505,RG0057,Tata Motors,12,17.4,"Nexon EV, Tiago EV, Punch EV",20
COMP00506,RG0057,MG Motor,14,20.15,"ZS EV, Comet EV",18
COMP00507,RG0057,Mahindra Electric,13,19.52,"XUV400, BE 6",23
COMP00508,RG0057,BYD,3,4.04,"Atto 3, Seal",4
COMP00509,RG0057,Hyundai,4,5.97,"Kona Electric, Ioniq 5",7
COMP00510,RG0057,Ola Electric,4,6.6,"S1 Pro, S1 Air",6
COMP00511,RG0057,Ather Energy,5,7.11,"450X, Rizta",6
COMP00512,RG0057,TVS,4,6.46,"iQube, X",6
COMP00513,RG0057,Bajaj Auto,9,12.75,"Chetak, GoGo",12
COMP00514,RG0058,Tata Motors,9,22.21,"Nexon EV, Tiago EV, Punch EV",16
COMP00515,RG0058,MG Motor,1,0.65,"ZS EV, Comet EV",1
COMP00516,RG0058,Mahindra Electric,5,11.64,"XUV400, BE 6",8
COMP00517,RG0058,BYD,8,19.19,"Atto 3, Seal",11
COMP00518,RG0058,Hyundai,3,6.0,"Kona Electric, Ioniq 5",4
COMP00519,RG0058,Ola Electric,3,6.38,"S1 Pro, S1 Air",4
COMP00520,RG0058,Ather Energy,6,14.32,"450X, Rizta",8
COMP00521,RG0058,TVS,7,15.62,"iQube, X",9
COMP00522,RG0058,Bajaj Auto,2,3.99,"Chetak, GoGo",2
COMP00523,RG0059,Tata Motors,14,34.43,"Nexon EV, Tiago EV, Punch EV",25
COMP00524,RG0059,MG Motor,3,6.4,"ZS EV, Comet EV",4
COMP00525,RG0059,Mahindra Electric,4,10.03,"XUV400, BE 6",7
COMP00526,RG0059,BYD,1,3.39,"Atto 3, Seal",2
COMP00527,RG0059,Hyundai,1,3.49,"Kona Electric, Ioniq 5",2
COMP00528,RG0059,Ola Electric,6,14.56,"S1 Pro, S1 Air",8
COMP00529,RG0059,Ather Energy,1,1.05,"450X, Rizta",1
COMP00530,RG0059,TVS,5,12.35,"iQube, X",7
COMP00531,RG0059,Bajaj Auto,6,14.3,"Chetak, GoGo",8
COMP00532,RG0060,Tata Motors,7,16.13,"Nexon EV, Tiago EV, Punch EV",12
COMP00533,RG0060,MG Motor,3,6.65,"ZS EV, Comet EV",4
COMP00534,RG0060,Mahindra Electric,3,7.02,"XUV400, BE 6",5
COMP00535,RG0060,BYD,1,2.22,"Atto 3, Seal",1
COMP00536,RG0060,Hyundai,11,26.35,"Kona Electric, Ioniq 5",19
COMP00537,RG0060,Ola Electric,4,8.72,"S1 Pro, S1 Air",5
COMP00538,RG0060,Ather Energy,2,4.62,"450X, Rizta",3
COMP00539,RG0060,TVS,1,3.21,"iQube, X",2
COMP00540,RG0060,Bajaj Auto,11,25.08,"Chetak, GoGo",14
COMP00541,RG0061,Tata Motors,5,12.65,"Nexon EV, Tiago EV, Punch EV",9
COMP00542,RG0061,MG Motor,5,12.58,"ZS EV, Comet EV",7
COMP00543,RG0061,Mahindra Electric,7,16.89,"XUV400, BE 6",12
COMP00544,RG0061,BYD,4,8.76,"Atto 3, Seal",5
COMP00545,RG0061,Hyundai,1,2.28,"Kona Electric, Ioniq 5",2
COMP00546,RG0061,Ola Electric,7,17.42,"S1 Pro, S1 Air",10
COMP00547,RG0061,Ather Energy,1,3.06,"450X, Rizta",2
COMP00548,RG0061,TVS,7,16.47,"iQube, X",9
COMP00549,RG0061,Bajaj Auto,4,9.89,"Chetak, GoGo",6
COMP00550,RG0062,Tata Motors,8,18.72,"Nexon EV, Tiago EV, Punch EV",13
COMP00551,RG0062,MG Motor,8,18.83,"ZS EV, Comet EV",11
COMP00552,RG0062,Mahindra Electric,6,14.4,"XUV400, BE 6",10
COMP00553,RG0062,BYD,4,9.4,"Atto 3, Seal",5
COMP00554,RG0062,Hyundai,5,12.9,"Kona Electric, Ioniq 5",9
COMP00555,RG0062,Ola Electric,2,3.95,"S1 Pro, S1 Air",2
COMP00556,RG0062,Ather Energy,4,10.24,"450X, Rizta",6
COMP00557,RG0062,TVS,2,5.11,"iQube, X",3
COMP00558,RG0062,Bajaj Auto,3,6.45,"Chetak, GoGo",4
COMP00559,RG0063,Tata Motors,8,20.14,"Nexon EV, Tiago EV, Punch EV",14
COMP00560,RG0063,MG Motor,3,7.86,"ZS EV, Comet EV",4
COMP00561,RG0063,Mahindra Electric,2,5.49,"XUV400, BE 6",4
COMP00562,RG0063,BYD,3,8.21,"Atto 3, Seal",5
COMP00563,RG0063,Hyundai,4,8.44,"Kona Electric, Ioniq 5",6
COMP00564,RG0063,Ola Electric,4,8.86,"S1 Pro, S1 Air",5
COMP00565,RG0063,Ather Energy,2,5.78,"450X, Rizta",3
COMP00566,RG0063,TVS,3,7.05,"iQube, X",4
COMP00567,RG0063,Bajaj Auto,12,28.17,"Chetak, GoGo",16
COMP00568,RG0064,Tata Motors,12,28.95,"Nexon EV, Tiago EV, Punch EV",21
COMP00569,RG0064,MG Motor,3,8.28,"ZS EV, Comet EV",5
COMP00570,RG0064,Mahindra Electric,4,9.64,"XUV400, BE 6",7
COMP00571,RG0064,BYD,1,0.13,"Atto 3, Seal",1
COMP00572,RG0064,Hyundai,2,4.74,"Kona Electric, Ioniq 5",3
COMP00573,RG0064,Ola Electric,6,13.84,"S1 Pro, S1 Air",8
COMP00574,RG0064,Ather Energy,1,3.11,"450X, Rizta",2
COMP00575,RG0064,TVS,6,15.05,"iQube, X",8
COMP00576,RG0064,Bajaj Auto,7,16.26,"Chetak, GoGo",9
COMP00577,RG0065,Tata Motors,9,11.4,"Nexon EV, Tiago EV, Punch EV",16
COMP00578,RG0065,MG Motor,10,12.8,"ZS EV, Comet EV",14
COMP00579,RG0065,Mahindra Electric,21,26.97,"XUV400, BE 6",38
COMP00580,RG0065,BYD,3,3.2,"Atto 3, Seal",4
COMP00581,RG0065,Hyundai,5,6.46,"Kona Electric, Ioniq 5",9
COMP00582,RG0065,Ola Electric,3,3.74,"S1 Pro, S1 Air",4
COMP00583,RG0065,Ather Energy,2,2.18,"450X, Rizta",2
COMP00584,RG0065,TVS,21,26.74,"iQube, X",29
COMP00585,RG0065,Bajaj Auto,5,6.51,"Chetak, GoGo",7
COMP00586,RG0066,Tata Motors,3,5.7,"Nexon EV, Tiago EV, Punch EV",5
COMP00587,RG0066,MG Motor,3,5.23,"ZS EV, Comet EV",4
COMP00588,RG0066,Mahindra Electric,2,3.63,"XUV400, BE 6",3
COMP00589,RG0066,BYD,6,11.71,"Atto 3, Seal",8
COMP00590,RG0066,Hyundai,9,17.53,"Kona Electric, Ioniq 5",16
COMP00591,RG0066,Ola Electric,12,23.63,"S1 Pro, S1 Air",16
COMP00592,RG0066,Ather Energy,7,13.48,"450X, Rizta",9
COMP00593,RG0066,TVS,1,2.11,"iQube, X",1
COMP00594,RG0066,Bajaj Auto,8,16.98,"Chetak, GoGo",12
COMP00595,RG0067,Tata Motors,7,14.82,"Nexon EV, Tiago EV, Punch EV",13
COMP00596,RG0067,MG Motor,9,18.25,"ZS EV, Comet EV",13
COMP00597,RG0067,Mahindra Electric,9,17.75,"XUV400, BE 6",16
COMP00598,RG0067,BYD,14,28.09,"Atto 3, Seal",19
COMP00599,RG0067,Hyundai,2,3.72,"Kona Electric, Ioniq 5",3
COMP00600,RG0067,Ola Electric,2,3.2,"S1 Pro, S1 Air",2
COMP00601,RG0067,Ather Energy,1,2.87,"450X, Rizta",2
COMP00602,RG0067,TVS,3,6.45,"iQube, X",4
COMP00603,RG0067,Bajaj Auto,2,4.85,"Chetak, GoGo",3
COMP00604,RG0068,Tata Motors,5,10.81,"Nexon EV, Tiago EV, Punch EV",10
COMP00605,RG0068,MG Motor,7,13.39,"ZS EV, Comet EV",9
COMP00606,RG0068,Mahindra Electric,4,8.77,"XUV400, BE 6",8
COMP00607,RG0068,BYD,2,4.08,"Atto 3, Seal",3
COMP00608,RG0068,Hyundai,1,2.61,"Kona Electric, Ioniq 5",2
COMP00609,RG0068,Ola Electric,1,0.64,"S1 Pro, S1 Air",1
COMP00610,RG0068,Ather Energy,9,18.94,"450X, Rizta",13
COMP00611,RG0068,TVS,11,22.29,"iQube, X",15
COMP00612,RG0068,Bajaj Auto,9,18.47,"Chetak, GoGo",13
COMP00613,RG0069,Tata Motors,12,23.31,"Nexon EV, Tiago EV, Punch EV",21
COMP00614,RG0069,MG Motor,3,5.88,"ZS EV, Comet EV",4
COMP00615,RG0069,Mahindra Electric,9,17.01,"XUV400, BE 6",15
COMP00616,RG0069,BYD,1,2.23,"Atto 3, Seal",2
COMP00617,RG0069,Hyundai,5,10.08,"Kona Electric, Ioniq 5",9
COMP00618,RG0069,Ola Electric,2,4.57,"S1 Pro, S1 Air",3
COMP00619,RG0069,Ather Energy,5,9.41,"450X, Rizta",7
COMP00620,RG0069,TVS,12,23.79,"iQube, X",16
COMP00621,RG0069,Bajaj Auto,2,3.72,"Chetak, GoGo",3
COMP00622,RG0070,Tata Motors,8,15.55,"Nexon EV, Tiago EV, Punch EV",14
COMP00623,RG0070,MG Motor,6,12.73,"ZS EV, Comet EV",9
COMP00624,RG0070,Mahindra Electric,1,2.59,"XUV400, BE 6",2
COMP00625,RG0070,BYD,1,1.44,"Atto 3, Seal",1
COMP00626,RG0070,Hyundai,16,32.69,"Kona Electric, Ioniq 5",29
COMP00627,RG0070,Ola Electric,7,14.8,"S1 Pro, S1 Air",10
COMP00628,RG0070,Ather Energy,2,3.2,"450X, Rizta",2
COMP00629,RG0070,TVS,5,9.18,"iQube, X",6
COMP00630,RG0070,Bajaj Auto,4,7.82,"Chetak, GoGo",5
COMP00631,RG0071,Tata Motors,12,12.85,"Nexon EV, Tiago EV, Punch EV",22
COMP00632,RG0071,MG Motor,6,6.36,"ZS EV, Comet EV",9
COMP00633,RG0071,Mahindra Electric,7,7.46,"XUV400, BE 6",13
COMP00634,RG0071,BYD,12,12.62,"Atto 3, Seal",17
COMP00635,RG0071,Hyundai,9,10.17,"Kona Electric, Ioniq 5",17
COMP00636,RG0071,Ola Electric,19,20.64,"S1 Pro, S1 Air",28
COMP00637,RG0071,Ather Energy,5,5.83,"450X, Rizta",8
COMP00638,RG0071,TVS,5,5.47,"iQube, X",7
COMP00639,RG0071,Bajaj Auto,17,18.6,"Chetak, GoGo",25
COMP00640,RG0072,Tata Motors,10,16.91,"Nexon EV, Tiago EV, Punch EV",19
COMP00641,RG0072,MG Motor,1,0.94,"ZS EV, Comet EV",1
COMP00642,RG0072,Mahindra Electric,13,21.35,"XUV400, BE 6",24
COMP00643,RG0072,BYD,6,10.56,"Atto 3, Seal",9
COMP00644,RG0072,Hyundai,6,10.29,"Kona Electric, Ioniq 5",11
COMP00645,RG0072,Ola Electric,10,17.65,"S1 Pro, S1 Air",15
COMP00646,RG0072,Ather Energy,2,3.39,"450X, Rizta",3
COMP00647,RG0072,TVS,1,0.38,"iQube, X",1
COMP00648,RG0072,Bajaj Auto,11,18.53,"Chetak, GoGo",16
COMP00649,RG0073,Tata Motors,8,14.19,"Nexon EV, Tiago EV, Punch EV",16
COMP00650,RG0073,MG Motor,3,5.04,"ZS EV, Comet EV",4
COMP00651,RG0073,Mahindra Electric,1,1.91,"XUV400, BE 6",2
COMP00652,RG0073,BYD,10,17.05,"Atto 3, Seal",15
COMP00653,RG0073,Hyundai,1,0.54,"Kona Electric, Ioniq 5",1
COMP00654,RG0073,Ola Electric,15,25.29,"S1 Pro, S1 Air",22
COMP00655,RG0073,Ather Energy,2,4.19,"450X, Rizta",4
COMP00656,RG0073,TVS,10,16.58,"iQube, X",14
COMP00657,RG0073,Bajaj Auto,9,15.21,"Chetak, GoGo",13
COMP00658,RG0074,Tata Motors,21,35.47,"Nexon EV, Tiago EV, Punch EV",39
COMP00659,RG0074,MG Motor,6,10.54,"ZS EV, Comet EV",9
COMP00660,RG0074,Mahindra Electric,12,20.05,"XUV400, BE 6",22
COMP00661,RG0074,BYD,2,3.82,"Atto 3, Seal",3
COMP00662,RG0074,Hyundai,1,1.67,"Kona Electric, Ioniq 5",2
COMP00663,RG0074,Ola Electric,9,14.53,"S1 Pro, S1 Air",13
COMP00664,RG0074,Ather Energy,1,0.36,"450X, Rizta",1
COMP00665,RG0074,TVS,6,10.74,"iQube, X",9
COMP00666,RG0074,Bajaj Auto,2,2.82,"Chetak, GoGo",2
COMP00667,RG0075,Tata Motors,16,14.93,"Nexon EV, Tiago EV, Punch EV",32
COMP00668,RG0075,MG Motor,25,22.77,"ZS EV, Comet EV",38
COMP00669,RG0075,Mahindra Electric,14,12.96,"XUV400, BE 6",27
COMP00670,RG0075,BYD,7,6.71,"Atto 3, Seal",11
COMP00671,RG0075,Hyundai,9,8.61,"Kona Electric, Ioniq 5",18
COMP00672,RG0075,Ola Electric,6,5.43,"S1 Pro, S1 Air",9
COMP00673,RG0075,Ather Energy,21,19.78,"450X, Rizta",33
COMP00674,RG0075,TVS,3,2.34,"iQube, X",4
COMP00675,RG0075,Bajaj Auto,7,6.47,"Chetak, GoGo",11
COMP00676,RG0076,Tata Motors,20,18.4,"Nexon EV, Tiago EV, Punch EV",39
COMP00677,RG0076,MG Motor,12,10.93,"ZS EV, Comet EV",18
COMP00678,RG0076,Mahindra Electric,13,12.43,"XUV400, BE 6",26
COMP00679,RG0076,BYD,6,5.79,"Atto 3, Seal",10
COMP00680,RG0076,Hyundai,6,5.6,"Kona Electric, Ioniq 5",12
COMP00681,RG0076,Ola Electric,16,14.74,"S1 Pro, S1 Air",24
COMP00682,RG0076,Ather Energy,9,8.23,"450X, Rizta",14
COMP00683,RG0076,TVS,7,6.9,"iQube, X",11
COMP00684,RG0076,Bajaj Auto,18,16.98,"Chetak, GoGo",28
COMP00685,RG0077,Tata Motors,27,24.78,"Nexon EV, Tiago EV, Punch EV",52
COMP00686,RG0077,MG Motor,17,16.18,"ZS EV, Comet EV",27
COMP00687,RG0077,Mahindra Electric,3,3.04,"XUV400, BE 6",6
COMP00688,RG0077,BYD,13,11.81,"Atto 3, Seal",20
COMP00689,RG0077,Hyundai,9,8.69,"Kona Electric, Ioniq 5",18
COMP00690,RG0077,Ola Electric,24,22.19,"S1 Pro, S1 Air",37
COMP00691,RG0077,Ather Energy,4,3.71,"450X, Rizta",6
COMP00692,RG0077,TVS,7,6.16,"iQube, X",10
COMP00693,RG0077,Bajaj Auto,4,3.44,"Chetak, GoGo",6
COMP00694,RG0078,Tata Motors,10,9.09,"Nexon EV, Tiago EV, Punch EV",19
COMP00695,RG0078,MG Motor,24,22.24,"ZS EV, Comet EV",37
COMP00696,RG0078,Mahindra Electric,15,13.62,"XUV400, BE 6",29
COMP00697,RG0078,BYD,28,26.01,"Atto 3, Seal",43
COMP00698,RG0078,Hyundai,7,6.5,"Kona Electric, Ioniq 5",14
COMP00699,RG0078,Ola Electric,3,2.99,"S1 Pro, S1 Air",5
COMP00700,RG0078,Ather Energy,3,3.06,"450X, Rizta",5
COMP00701,RG0078,TVS,4,3.53,"iQube, X",6
COMP00702,RG0078,Bajaj Auto,14,12.96,"Chetak, GoGo",21
COMP00703,RG0079,Tata Motors,12,17.02,"Nexon EV, Tiago EV, Punch EV",23
COMP00704,RG0079,MG Motor,6,8.71,"ZS EV, Comet EV",9
COMP00705,RG0079,Mahindra Electric,18,26.48,"XUV400, BE 6",36
COMP00706,RG0079,BYD,8,12.18,"Atto 3, Seal",13
COMP00707,RG0079,Hyundai,2,2.96,"Kona Electric, Ioniq 5",4
COMP00708,RG0079,Ola Electric,7,10.48,"S1 Pro, S1 Air",11
COMP00709,RG0079,Ather Energy,2,3.07,"450X, Rizta",3
COMP00710,RG0079,TVS,2,3.44,"iQube, X",4
COMP00711,RG0079,Bajaj Auto,11,15.66,"Chetak, GoGo",17
COMP00712,RG0080,Tata Motors,11,16.59,"Nexon EV, Tiago EV, Punch EV",23
COMP00713,RG0080,MG Motor,17,25.36,"ZS EV, Comet EV",27
COMP00714,RG0080,Mahindra Electric,20,29.06,"XUV400, BE 6",39
COMP00715,RG0080,BYD,3,4.74,"Atto 3, Seal",5
COMP00716,RG0080,Hyundai,2,2.86,"Kona Electric, Ioniq 5",4
COMP00717,RG0080,Ola Electric,7,10.84,"S1 Pro, S1 Air",12
COMP00718,RG0080,Ather Energy,1,1.18,"450X, Rizta",1
COMP00719,RG0080,TVS,3,4.85,"iQube, X",5
COMP00720,RG0080,Bajaj Auto,3,4.52,"Chetak, GoGo",5
COMP00721,RG0081,Tata Motors,10,9.51,"Nexon EV, Tiago EV, Punch EV",20
COMP00722,RG0081,MG Motor,24,22.14,"ZS EV, Comet EV",37
COMP00723,RG0081,Mahindra Electric,6,5.66,"XUV400, BE 6",12
COMP00724,RG0081,BYD,5,4.88,"Atto 3, Seal",8
COMP00725,RG0081,Hyundai,5,4.63,"Kona Electric, Ioniq 5",10
COMP00726,RG0081,Ola Electric,16,14.53,"S1 Pro, S1 Air",24
COMP00727,RG0081,Ather Energy,17,15.5,"450X, Rizta",26
COMP00728,RG0081,TVS,14,12.94,"iQube, X",21
COMP00729,RG0081,Bajaj Auto,11,10.21,"Chetak, GoGo",17
COMP00730,RG0082,Tata Motors,11,15.37,"Nexon EV, Tiago EV, Punch EV",21
COMP00731,RG0082,MG Motor,16,23.61,"ZS EV, Comet EV",25
