sales_id,region_id,year,quarter,ev_sales,ev_registrations,total_vehicle_registrations,ev_penetration_pct,yoy_growth_pct,cagr_3yr,ev_market_maturity,ev_growth_segment,ev_adoption_stage
S0002813,RG0059,2026,1,1792,28038,549819,5.1,36.38,25.39,Scaling,High,Growth
S0002814,RG0059,2026,2,1921,29959,578415,5.18,42.72,26.54,Scaling,High,Growth
S0002815,RG0059,2026,3,1972,31931,607111,5.26,40.06,25.82,Scaling,High,Growth
S0002816,RG0059,2026,4,2310,34241,641277,5.34,25.95,25.2,Scaling,High,Growth
S0002817,RG0059,2027,1,2005,36246,630420,5.75,11.89,20.18,Scaling,Moderate,Growth
S0002818,RG0059,2027,2,2130,38376,658307,5.83,10.88,22.67,Scaling,Moderate,Growth
S0002819,RG0059,2027,3,2167,40543,686065,5.91,9.89,17.14,Scaling,Low,Growth
S0002820,RG0059,2027,4,2646,43189,721079,5.99,14.55,19.28,Scaling,Moderate,Growth
S0002821,RG0059,2028,1,2254,45443,710102,6.4,12.42,19.71,Scaling,Moderate,Growth
S0002822,RG0059,2028,2,2381,47824,738082,6.48,11.78,20.94,Scaling,Moderate,Growth
S0002823,RG0059,2028,3,2682,50506,769967,6.56,23.77,23.96,Scaling,Moderate,Growth
S0002824,RG0059,2028,4,3259,53765,809775,6.64,23.17,21.12,Scaling,Moderate,Growth
S0002825,RG0059,2029,1,2821,56586,802695,7.05,25.16,16.33,Scaling,High,Growth
S0002826,RG0059,2029,2,2963,59549,835248,7.13,24.44,15.54,Scaling,Moderate,Growth
S0002827,RG0059,2029,3,3473,63022,874152,7.21,29.49,20.76,Scaling,High,Growth
S0002828,RG0059,2029,4,4172,67194,921792,7.29,28.01,21.78,Scaling,High,Growth
S0002829,RG0059,2030,1,3582,70776,919229,7.7,26.98,21.34,Scaling,High,Accelerated
S0002830,RG0059,2030,2,3600,74376,956051,7.78,21.5,19.12,Scaling,Moderate,Accelerated
S0002831,RG0059,2030,3,3780,78156,994414,7.86,8.84,20.38,Scaling,Low,Accelerated
S0002832,RG0059,2030,4,4647,82803,1042925,7.94,11.39,20.65,Scaling,Moderate,Accelerated
S0002833,RG0060,2019,1,352,352,64058,0.55,0.0,0.0,Early,Low,Pilot
S0002834,RG0060,2019,2,357,709,112629,0.63,0.0,0.0,Early,Low,Pilot
S0002835,RG0060,2019,3,379,1088,153347,0.71,0.0,0.0,Early,Low,Pilot
S0002836,RG0060,2019,4,465,1553,196707,0.79,0.0,0.0,Early,Low,Pilot
S0002837,RG0060,2020,1,435,1988,165736,1.2,23.58,0.0,Early,Moderate,Early Adoption
S0002838,RG0060,2020,2,432,2420,189136,1.28,21.01,0.0,Early,Moderate,Early Adoption
S0002839,RG0060,2020,3,460,2880,211843,1.36,21.37,0.0,Early,Moderate,Early Adoption
S0002840,RG0060,2020,4,554,3434,238555,1.44,19.14,0.0,Early,Moderate,Early Adoption
S0002841,RG0060,2021,1,528,3962,214220,1.85,21.38,0.0,Emerging,Moderate,Early Adoption
S0002842,RG0060,2021,2,526,4488,232599,1.93,21.76,0.0,Emerging,Moderate,Early Adoption
S0002843,RG0060,2021,3,589,5077,252650,2.01,28.04,0.0,Emerging,High,Early Adoption
S0002844,RG0060,2021,4,736,5813,278201,2.09,32.85,0.0,Emerging,High,Early Adoption
S0002845,RG0060,2022,1,613,6426,257091,2.5,16.1,20.31,Emerging,Moderate,Early Adoption
S0002846,RG0060,2022,2,644,7070,274084,2.58,22.43,21.73,Emerging,Moderate,Early Adoption
S0002847,RG0060,2022,3,708,7778,292461,2.66,20.2,23.16,Emerging,Moderate,Early Adoption
S0002848,RG0060,2022,4,886,8664,316262,2.74,20.38,23.97,Emerging,Moderate,Early Adoption
S0002849,RG0060,2023,1,720,9384,297952,3.15,17.46,18.29,Emerging,Moderate,Early Adoption
S0002850,RG0060,2023,2,729,10113,313144,3.23,13.2,19.06,Emerging,Moderate,Early Adoption
S0002851,RG0060,2023,3,790,10903,329446,3.31,11.58,19.75,Emerging,Moderate,Early Adoption
S0002852,RG0060,2023,4,944,11847,349521,3.39,6.55,19.44,Emerging,Low,Early Adoption
S0002853,RG0060,2024,1,862,12709,334491,3.8,19.72,17.75,Emerging,Moderate,Growth
S0002854,RG0060,2024,2,897,13606,350715,3.88,23.05,19.47,Emerging,Moderate,Growth
S0002855,RG0060,2024,3,983,14589,368456,3.96,24.43,18.62,Emerging,Moderate,Growth
S0002856,RG0060,2024,4,1177,15766,390296,4.04,24.68,16.94,Scaling,Moderate,Growth
S0002857,RG0060,2025,1,1051,16817,377953,4.45,21.93,19.69,Scaling,Moderate,Growth
S0002858,RG0060,2025,2,1127,17944,396159,4.53,25.64,20.51,Scaling,High,Growth
S0002859,RG0060,2025,3,1239,19183,416162,4.61,26.04,20.51,Scaling,High,Growth
S0002860,RG0060,2025,4,1440,20623,439770,4.69,22.34,17.57,Scaling,Moderate,Growth
S0002861,RG0060,2026,1,1430,22053,432454,5.1,36.06,25.7,Scaling,High,Growth
S0002862,RG0060,2026,2,1402,23455,452843,5.18,24.4,24.36,Scaling,Moderate,Growth
S0002863,RG0060,2026,3,1588,25043,476148,5.26,28.17,26.2,Scaling,High,Growth
S0002864,RG0060,2026,4,1890,26933,504411,5.34,31.25,26.04,Scaling,High,Growth
S0002865,RG0060,2027,1,1409,28342,492947,5.75,-1.47,17.8,Scaling,Low,Growth
S0002866,RG0060,2027,2,1473,29815,511450,5.83,5.06,17.98,Scaling,Low,Growth
S0002867,RG0060,2027,3,1647,31462,532397,5.91,3.72,18.77,Scaling,Low,Growth
S0002868,RG0060,2027,4,2026,33488,559112,5.99,7.2,19.85,Scaling,Low,Growth
S0002869,RG0060,2028,1,1810,35298,551574,6.4,28.46,19.86,Scaling,High,Growth
S0002870,RG0060,2028,2,1841,37139,573177,6.48,24.98,17.77,Scaling,Moderate,Growth
S0002871,RG0060,2028,3,2050,39189,597439,6.56,24.47,18.28,Scaling,Moderate,Growth
S0002872,RG0060,2028,4,2450,41639,627141,6.64,20.93,19.38,Scaling,Moderate,Growth
S0002873,RG0060,2029,1,2374,44013,624342,7.05,31.16,18.41,Scaling,High,Growth
S0002874,RG0060,2029,2,2581,46594,653538,7.13,40.2,22.56,Scaling,High,Growth
S0002875,RG0060,2029,3,2740,49334,684292,7.21,33.66,19.94,Scaling,High,Growth
S0002876,RG0060,2029,4,3315,52649,722258,7.29,35.31,20.6,Scaling,High,Growth
S0002877,RG0060,2030,1,2615,55264,717761,7.7,10.15,22.89,Scaling,Moderate,Accelerated
S0002878,RG0060,2030,2,2814,58078,746552,7.78,9.03,24.08,Scaling,Low,Accelerated
S0002879,RG0060,2030,3,2946,61024,776436,7.86,7.52,21.39,Scaling,Low,Accelerated
S0002880,RG0060,2030,4,3346,64370,810756,7.94,0.94,18.2,Scaling,Low,Accelerated
S0002881,RG0061,2019,1,354,354,64422,0.55,0.0,0.0,Early,Low,Pilot
S0002882,RG0061,2019,2,383,737,117077,0.63,0.0,0.0,Early,Low,Pilot
S0002883,RG0061,2019,3,403,1140,160677,0.71,0.0,0.0,Early,Low,Pilot
S0002884,RG0061,2019,4,478,1618,204940,0.79,0.0,0.0,Early,Low,Pilot
S0002885,RG0061,2020,1,439,2057,171488,1.2,24.01,0.0,Early,Moderate,Early Adoption
S0002886,RG0061,2020,2,486,2543,198750,1.28,26.89,0.0,Early,High,Early Adoption
S0002887,RG0061,2020,3,530,3073,226039,1.36,31.51,0.0,Early,High,Early Adoption
S0002888,RG0061,2020,4,642,3715,258076,1.44,34.31,0.0,Early,High,Early Adoption
S0002889,RG0061,2021,1,531,4246,229576,1.85,20.96,0.0,Emerging,Moderate,Early Adoption
S0002890,RG0061,2021,2,545,4791,248303,1.93,12.14,0.0,Emerging,Moderate,Early Adoption
S0002891,RG0061,2021,3,638,5429,270167,2.01,20.38,0.0,Emerging,Moderate,Early Adoption
S0002892,RG0061,2021,4,741,6170,295286,2.09,15.42,0.0,Emerging,Moderate,Early Adoption
S0002893,RG0061,2022,1,669,6839,273615,2.5,25.99,23.63,Emerging,High,Early Adoption
S0002894,RG0061,2022,2,672,7511,291180,2.58,23.3,20.61,Emerging,Moderate,Early Adoption
S0002895,RG0061,2022,3,732,8243,309945,2.66,14.73,22.01,Emerging,Moderate,Early Adoption
S0002896,RG0061,2022,4,852,9095,331995,2.74,14.98,21.25,Emerging,Moderate,Early Adoption
S0002897,RG0061,2023,1,695,9790,310843,3.15,3.89,16.55,Emerging,Low,Early Adoption
S0002898,RG0061,2023,2,734,10524,325871,3.23,9.23,14.73,Emerging,Low,Early Adoption
S0002899,RG0061,2023,3,815,11339,342620,3.31,11.34,15.42,Emerging,Moderate,Early Adoption
S0002900,RG0061,2023,4,954,12293,362679,3.39,11.97,14.11,Emerging,Moderate,Early Adoption
S0002901,RG0061,2024,1,1023,13316,350467,3.8,47.19,24.43,Emerging,Hyper,Growth
S0002902,RG0061,2024,2,971,14287,368269,3.88,32.29,21.23,Emerging,High,Growth
S0002903,RG0061,2024,3,1129,15416,389342,3.96,38.53,20.96,Emerging,High,Growth
S0002904,RG0061,2024,4,1307,16723,413987,4.04,37.0,20.82,Scaling,High,Growth
S0002905,RG0061,2025,1,1215,17938,403146,4.45,18.77,22.01,Scaling,Moderate,Growth
S0002906,RG0061,2025,2,1216,19154,422872,4.53,25.23,21.86,Scaling,High,Growth
S0002907,RG0061,2025,3,1363,20517,445103,4.61,20.73,23.03,Scaling,Moderate,Growth
S0002908,RG0061,2025,4,1664,22181,472993,4.69,27.31,25.0,Scaling,High,Growth
S0002909,RG0061,2026,1,1398,23579,462379,5.1,15.06,26.23,Scaling,Moderate,Growth
S0002910,RG0061,2026,2,1490,25069,484004,5.18,22.53,26.62,Scaling,Moderate,Growth
S0002911,RG0061,2026,3,1582,26651,506721,5.26,16.07,24.74,Scaling,Moderate,Growth
S0002912,RG0061,2026,4,1947,28598,535593,5.34,17.01,26.84,Scaling,Moderate,Growth
S0002913,RG0061,2027,1,1710,30308,527141,5.75,22.32,18.68,Scaling,Moderate,Growth
S0002914,RG0061,2027,2,1767,32075,550219,5.83,18.59,22.09,Scaling,Moderate,Growth
S0002915,RG0061,2027,3,1809,33884,573382,5.91,14.35,17.02,Scaling,Moderate,Growth
S0002916,RG0061,2027,4,2254,36138,603356,5.99,15.77,19.92,Scaling,Moderate,Growth
S0002917,RG0061,2028,1,1770,37908,592359,6.4,3.51,13.36,Scaling,Low,Growth
S0002918,RG0061,2028,2,1982,39890,615634,6.48,12.17,17.69,Scaling,Moderate,Growth
S0002919,RG0061,2028,3,2041,41931,639241,6.56,12.82,14.41,Scaling,Moderate,Growth
S0002920,RG0061,2028,4,2385,44316,667460,6.64,5.81,12.75,Scaling,Low,Growth
S0002921,RG0061,2029,1,2471,46787,663692,7.05,39.6,20.91,Scaling,High,Growth
S0002922,RG0061,2029,2,2653,49440,693457,7.13,33.85,21.2,Scaling,High,Growth
S0002923,RG0061,2029,3,2888,52328,725820,7.21,41.5,22.22,Scaling,High,Growth
S0002924,RG0061,2029,4,3326,55654,763482,7.29,39.45,19.54,Scaling,High,Growth
S0002925,RG0061,2030,1,2520,58174,755556,7.7,1.98,13.8,Scaling,Low,Accelerated
S0002926,RG0061,2030,2,2637,60811,781683,7.78,-0.6,14.28,Scaling,Low,Accelerated
S0002927,RG0061,2030,3,3055,63866,812596,7.86,5.78,19.09,Scaling,Low,Accelerated
S0002928,RG0061,2030,4,3617,67483,849965,7.94,8.75,17.08,Scaling,Low,Accelerated
S0002929,RG0062,2019,1,406,406,73885,0.55,0.0,0.0,Early,Low,Pilot
S0002930,RG0062,2019,2,413,819,130103,0.63,0.0,0.0,Early,Low,Pilot
S0002931,RG0062,2019,3,448,1267,178576,0.71,0.0,0.0,Early,Low,Pilot
S0002932,RG0062,2019,4,560,1827,231412,0.79,0.0,0.0,Early,Low,Pilot
S0002933,RG0062,2020,1,472,2299,191663,1.2,16.26,0.0,Early,Moderate,Early Adoption
S0002934,RG0062,2020,2,511,2810,219617,1.28,23.73,0.0,Early,Moderate,Early Adoption
S0002935,RG0062,2020,3,560,3370,247885,1.36,25.0,0.0,Early,High,Early Adoption
S0002936,RG0062,2020,4,676,4046,281070,1.44,20.71,0.0,Early,Moderate,Early Adoption
S0002937,RG0062,2021,1,599,4645,251149,1.85,26.91,0.0,Emerging,High,Early Adoption
S0002938,RG0062,2021,2,621,5266,272920,1.93,21.53,0.0,Emerging,Moderate,Early Adoption
S0002939,RG0062,2021,3,727,5993,298233,2.01,29.82,0.0,Emerging,High,Early Adoption
S0002940,RG0062,2021,4,823,6816,326202,2.09,21.75,0.0,Emerging,Moderate,Early Adoption
S0002941,RG0062,2022,1,780,7596,303901,2.5,30.22,24.31,Emerging,High,Early Adoption
S0002942,RG0062,2022,2,786,8382,324947,2.58,26.57,23.92,Emerging,High,Early Adoption
S0002943,RG0062,2022,3,841,9223,346795,2.66,15.68,23.36,Emerging,Moderate,Early Adoption
S0002944,RG0062,2022,4,1024,10247,374046,2.74,24.42,22.28,Emerging,Moderate,Early Adoption
S0002945,RG0062,2023,1,911,11158,354278,3.15,16.79,24.51,Emerging,Moderate,Early Adoption
S0002946,RG0062,2023,2,885,12043,372906,3.23,12.6,20.09,Emerging,Moderate,Early Adoption
S0002947,RG0062,2023,3,1050,13093,395619,3.31,24.85,23.31,Emerging,Moderate,Early Adoption
S0002948,RG0062,2023,4,1163,14256,420593,3.39,13.57,19.82,Emerging,Moderate,Early Adoption
S0002949,RG0062,2024,1,1112,15368,404474,3.8,22.06,22.9,Emerging,Moderate,Growth
S0002950,RG0062,2024,2,1194,16562,426911,3.88,34.92,24.35,Emerging,High,Growth
S0002951,RG0062,2024,3,1332,17894,451926,3.96,26.86,22.36,Emerging,High,Growth
S0002952,RG0062,2024,4,1504,19398,480208,4.04,29.32,22.26,Scaling,High,Growth
S0002953,RG0062,2025,1,1421,20819,467895,4.45,27.79,22.13,Scaling,High,Growth
S0002954,RG0062,2025,2,1530,22349,493410,4.53,28.14,24.86,Scaling,High,Growth
S0002955,RG0062,2025,3,1659,24008,520837,4.61,24.55,25.42,Scaling,Moderate,Growth
S0002956,RG0062,2025,4,1954,25962,553620,4.69,29.92,24.03,Scaling,High,Growth
S0002957,RG0062,2026,1,1631,27593,541092,5.1,14.78,21.43,Scaling,Moderate,Growth
S0002958,RG0062,2026,2,1592,29185,563471,5.18,4.05,21.62,Scaling,Low,Growth
S0002959,RG0062,2026,3,1852,31037,590113,5.26,11.63,20.82,Scaling,Moderate,Growth
S0002960,RG0062,2026,4,2165,33202,621819,5.34,10.8,23.02,Scaling,Moderate,Growth
S0002961,RG0062,2027,1,1882,35084,610210,5.75,15.39,19.17,Scaling,Moderate,Growth
S0002962,RG0062,2027,2,2141,37225,638562,5.83,34.48,21.49,Scaling,High,Growth
S0002963,RG0062,2027,3,2221,39446,667501,5.91,19.92,18.58,Scaling,Moderate,Growth
S0002964,RG0062,2027,4,2593,42039,701878,5.99,19.77,19.91,Scaling,Moderate,Growth
S0002965,RG0062,2028,1,2305,44344,692929,6.4,22.48,17.5,Scaling,Moderate,Growth
S0002966,RG0062,2028,2,2412,46756,721599,6.48,12.66,16.38,Scaling,Moderate,Growth
S0002967,RG0062,2028,3,2564,49320,751887,6.56,15.44,15.62,Scaling,Moderate,Growth
S0002968,RG0062,2028,4,3198,52518,790993,6.64,23.33,17.85,Scaling,Moderate,Growth
S0002969,RG0062,2029,1,2696,55214,783233,7.05,16.96,18.24,Scaling,Moderate,Growth
S0002970,RG0062,2029,2,2684,57898,812091,7.13,11.28,19.02,Scaling,Moderate,Growth
S0002971,RG0062,2029,3,2912,60810,843470,7.21,13.57,16.28,Scaling,Moderate,Growth
S0002972,RG0062,2029,4,3596,64406,883545,7.29,12.45,18.43,Scaling,Moderate,Growth
S0002973,RG0062,2030,1,3591,67997,883135,7.7,33.2,24.03,Scaling,High,Accelerated
S0002974,RG0062,2030,2,3669,71666,921216,7.78,36.7,19.67,Scaling,High,Accelerated
S0002975,RG0062,2030,3,3966,75632,962300,7.86,36.2,21.32,Scaling,High,Accelerated
S0002976,RG0062,2030,4,4796,80428,1013011,7.94,33.37,22.75,Scaling,High,Accelerated
S0002977,RG0063,2019,1,349,349,63512,0.55,0.0,0.0,Early,Low,Pilot
S0002978,RG0063,2019,2,371,720,114376,0.63,0.0,0.0,Early,Low,Pilot
S0002979,RG0063,2019,3,422,1142,160958,0.71,0.0,0.0,Early,Low,Pilot
S0002980,RG0063,2019,4,484,1626,205953,0.79,0.0,0.0,Early,Low,Pilot
S0002981,RG0063,2020,1,431,2057,171488,1.2,23.5,0.0,Early,Moderate,Early Adoption
S0002982,RG0063,2020,2,457,2514,196483,1.28,23.18,0.0,Early,Moderate,Early Adoption
S0002983,RG0063,2020,3,482,2996,220375,1.36,14.22,0.0,Early,Moderate,Early Adoption
S0002984,RG0063,2020,4,553,3549,246544,1.44,14.26,0.0,Early,Moderate,Early Adoption
S0002985,RG0063,2021,1,474,4023,217518,1.85,9.98,0.0,Emerging,Low,Early Adoption
S0002986,RG0063,2021,2,512,4535,235035,1.93,12.04,0.0,Emerging,Moderate,Early Adoption
S0002987,RG0063,2021,3,567,5102,253894,2.01,17.63,0.0,Emerging,Moderate,Early Adoption
S0002988,RG0063,2021,4,636,5738,274611,2.09,15.01,0.0,Emerging,Moderate,Early Adoption
S0002989,RG0063,2022,1,540,6278,251170,2.5,13.92,15.66,Emerging,Moderate,Early Adoption
S0002990,RG0063,2022,2,556,6834,264935,2.58,8.59,14.44,Emerging,Low,Early Adoption
S0002991,RG0063,2022,3,631,7465,280692,2.66,11.29,14.35,Emerging,Moderate,Early Adoption
S0002992,RG0063,2022,4,727,8192,299033,2.74,14.31,14.52,Emerging,Moderate,Early Adoption
S0002993,RG0063,2023,1,674,8866,281505,3.15,24.81,16.07,Emerging,Moderate,Early Adoption
S0002994,RG0063,2023,2,666,9532,295154,3.23,19.78,13.38,Emerging,Moderate,Early Adoption
S0002995,RG0063,2023,3,755,10287,310832,3.31,19.65,16.14,Emerging,Moderate,Early Adoption
S0002996,RG0063,2023,4,882,11169,329518,3.39,21.32,16.84,Emerging,Moderate,Early Adoption
S0002997,RG0063,2024,1,812,11981,315331,3.8,20.47,19.65,Emerging,Moderate,Growth
S0002998,RG0063,2024,2,870,12851,331254,3.88,30.63,19.33,Emerging,High,Growth
S0002999,RG0063,2024,3,942,13793,348352,3.96,24.77,18.44,Emerging,Moderate,Growth
S0003000,RG0063,2024,4,1182,14975,370714,4.04,34.01,22.95,Scaling,High,Growth
S0003001,RG0063,2025,1,1074,16049,360692,4.45,32.27,25.76,Scaling,High,Growth
S0003002,RG0063,2025,2,1142,17191,379534,4.53,31.26,27.12,Scaling,High,Growth
S0003003,RG0063,2025,3,1175,18366,398438,4.61,24.73,23.03,Scaling,Moderate,Growth
S0003004,RG0063,2025,4,1523,19889,424118,4.69,28.85,27.95,Scaling,High,Growth
S0003005,RG0063,2026,1,1150,21039,412570,5.1,7.08,19.49,Scaling,Low,Growth
S0003006,RG0063,2026,2,1228,22267,429906,5.18,7.53,22.62,Scaling,Low,Growth
S0003007,RG0063,2026,3,1391,23658,449815,5.26,18.38,22.59,Scaling,Moderate,Growth
S0003008,RG0063,2026,4,1534,25192,471804,5.34,0.72,20.26,Scaling,Low,Growth
S0003009,RG0063,2027,1,1626,26818,466441,5.75,41.39,26.04,Scaling,High,Growth
S0003010,RG0063,2027,2,1659,28477,488498,5.83,35.1,24.01,Scaling,High,Growth
S0003011,RG0063,2027,3,1866,30343,513461,5.91,34.15,25.59,Scaling,High,Growth
S0003012,RG0063,2027,4,2268,32611,544469,5.99,47.85,24.26,Scaling,Hyper,Growth
S0003013,RG0063,2028,1,1699,34310,536136,6.4,4.49,16.52,Scaling,Low,Growth
S0003014,RG0063,2028,2,1824,36134,557666,6.48,9.95,16.89,Scaling,Low,Growth
S0003015,RG0063,2028,3,2063,38197,582316,6.56,10.56,20.64,Scaling,Moderate,Growth
S0003016,RG0063,2028,4,2371,40568,611010,6.64,4.54,15.9,Scaling,Low,Growth
S0003017,RG0063,2029,1,2329,42897,608511,7.05,37.08,26.52,Scaling,High,Growth
S0003018,RG0063,2029,2,2325,45222,634294,7.13,27.47,23.71,Scaling,High,Growth
S0003019,RG0063,2029,3,2756,47978,665483,7.21,33.59,25.6,Scaling,High,Growth
S0003020,RG0063,2029,4,3071,51049,700309,7.29,29.52,26.03,Scaling,High,Growth
S0003021,RG0063,2030,1,2363,53412,693707,7.7,1.46,13.27,Scaling,Low,Accelerated
S0003022,RG0063,2030,2,2456,55868,718144,7.78,5.63,13.97,Scaling,Low,Accelerated
S0003023,RG0063,2030,3,2701,58569,745200,7.86,-2.0,13.12,Scaling,Low,Accelerated
S0003024,RG0063,2030,4,3204,61773,778046,7.94,4.33,12.21,Scaling,Low,Accelerated
S0003025,RG0064,2019,1,336,336,61146,0.55,0.0,0.0,Early,Low,Pilot
S0003026,RG0064,2019,2,345,681,108181,0.63,0.0,0.0,Early,Low,Pilot
S0003027,RG0064,2019,3,400,1081,152361,0.71,0.0,0.0,Early,Low,Pilot
S0003028,RG0064,2019,4,445,1526,193287,0.79,0.0,0.0,Early,Low,Pilot
S0003029,RG0064,2020,1,420,1946,162234,1.2,25.0,0.0,Early,High,Early Adoption
S0003030,RG0064,2020,2,446,2392,186948,1.28,29.28,0.0,Early,High,Early Adoption
S0003031,RG0064,2020,3,510,2902,213461,1.36,27.5,0.0,Early,High,Early Adoption
S0003032,RG0064,2020,4,579,3481,241820,1.44,30.11,0.0,Early,High,Early Adoption
S0003033,RG0064,2021,1,481,3962,214220,1.85,14.52,0.0,Emerging,Moderate,Early Adoption
S0003034,RG0064,2021,2,498,4460,231148,1.93,11.66,0.0,Emerging,Moderate,Early Adoption
S0003035,RG0064,2021,3,567,5027,250162,2.01,11.18,0.0,Emerging,Moderate,Early Adoption
S0003036,RG0064,2021,4,661,5688,272218,2.09,14.16,0.0,Emerging,Moderate,Early Adoption
S0003037,RG0064,2022,1,675,6363,254571,2.5,40.33,26.18,Emerging,High,Early Adoption
S0003038,RG0064,2022,2,746,7109,275596,2.58,49.8,29.31,Emerging,Hyper,Early Adoption
S0003039,RG0064,2022,3,782,7891,296710,2.66,37.92,25.04,Emerging,High,Early Adoption
S0003040,RG0064,2022,4,906,8797,321117,2.74,37.07,26.74,Emerging,High,Early Adoption
S0003041,RG0064,2023,1,774,9571,303890,3.15,14.67,22.6,Emerging,Moderate,Early Adoption
S0003042,RG0064,2023,2,824,10395,321876,3.23,10.46,22.71,Emerging,Moderate,Early Adoption
S0003043,RG0064,2023,3,912,11307,341653,3.31,16.62,21.38,Emerging,Moderate,Early Adoption
S0003044,RG0064,2023,4,1001,12308,363121,3.39,10.49,20.02,Emerging,Moderate,Early Adoption
S0003045,RG0064,2024,1,905,13213,347756,3.8,16.93,23.45,Emerging,Moderate,Growth
S0003046,RG0064,2024,2,892,14105,363578,3.88,8.25,21.44,Emerging,Low,Growth
S0003047,RG0064,2024,3,962,15067,380528,3.96,5.48,19.27,Emerging,Low,Growth
S0003048,RG0064,2024,4,1194,16261,402550,4.04,19.28,21.79,Scaling,Moderate,Growth
S0003049,RG0064,2025,1,1033,17294,388673,4.45,14.14,15.24,Scaling,Moderate,Growth
S0003050,RG0064,2025,2,1069,18363,405409,4.53,19.84,12.74,Scaling,Moderate,Growth
S0003051,RG0064,2025,3,1133,19496,422953,4.61,17.78,13.16,Scaling,Moderate,Growth
S0003052,RG0064,2025,4,1454,20950,446743,4.69,21.78,17.08,Scaling,Moderate,Growth
S0003053,RG0064,2026,1,1437,22387,439004,5.1,39.11,22.91,Scaling,High,Growth
S0003054,RG0064,2026,2,1519,23906,461550,5.18,42.1,22.61,Scaling,High,Growth
S0003055,RG0064,2026,3,1577,25483,484514,5.26,39.19,20.03,Scaling,High,Growth
S0003056,RG0064,2026,4,1974,27457,514224,5.34,35.76,25.4,Scaling,High,Growth
S0003057,RG0064,2027,1,1757,29214,508114,5.75,22.27,24.75,Scaling,Moderate,Growth
S0003058,RG0064,2027,2,1831,31045,532550,5.83,20.54,27.09,Scaling,Moderate,Growth
S0003059,RG0064,2027,3,2034,33079,559760,5.91,28.98,28.35,Scaling,High,Growth
S0003060,RG0064,2027,4,2276,35355,590283,5.99,15.3,23.99,Scaling,Moderate,Growth
S0003061,RG0064,2028,1,1858,37213,581499,6.4,5.75,21.61,Scaling,Low,Growth
S0003062,RG0064,2028,2,1921,39134,603966,6.48,4.92,21.58,Scaling,Low,Growth
S0003063,RG0064,2028,3,1980,41114,626786,6.56,-2.65,20.45,Scaling,Low,Growth
S0003064,RG0064,2028,4,2384,43498,655140,6.64,4.75,17.92,Scaling,Low,Growth
S0003065,RG0064,2029,1,2338,45836,650202,7.05,25.83,17.61,Scaling,High,Growth
S0003066,RG0064,2029,2,2484,48320,677747,7.13,29.31,17.81,Scaling,High,Growth
S0003067,RG0064,2029,3,2836,51156,709564,7.21,43.23,21.61,Scaling,High,Growth
S0003068,RG0064,2029,4,3429,54585,748817,7.29,43.83,20.21,Scaling,High,Growth
S0003069,RG0064,2030,1,2828,57413,745672,7.7,20.96,17.19,Scaling,Moderate,Accelerated
S0003070,RG0064,2030,2,2870,60283,774896,7.78,15.54,16.16,Scaling,Moderate,Accelerated
S0003071,RG0064,2030,3,3392,63675,810166,7.86,19.61,18.59,Scaling,Moderate,Accelerated
S0003072,RG0064,2030,4,3847,67522,850457,7.94,12.19,19.12,Scaling,Moderate,Accelerated
S0003073,RG0065,2019,1,585,585,58912,0.99,0.0,0.0,Early,Low,Pilot
S0003074,RG0065,2019,2,608,1193,111184,1.07,0.0,0.0,Early,Low,Early Adoption
S0003075,RG0065,2019,3,639,1832,158890,1.15,0.0,0.0,Early,Low,Early Adoption
S0003076,RG0065,2019,4,806,2638,213950,1.23,0.0,0.0,Early,Low,Early Adoption
S0003077,RG0065,2020,1,684,3322,202191,1.64,16.92,0.0,Emerging,Moderate,Early Adoption
S0003078,RG0065,2020,2,717,4039,234417,1.72,17.93,0.0,Emerging,Moderate,Early Adoption
S0003079,RG0065,2020,3,801,4840,268441,1.8,25.35,0.0,Emerging,High,Early Adoption
S0003080,RG0065,2020,4,970,5810,308550,1.88,20.35,0.0,Emerging,Moderate,Early Adoption
S0003081,RG0065,2021,1,915,6725,293284,2.29,33.77,0.0,Emerging,High,Early Adoption
S0003082,RG0065,2021,2,930,7655,322587,2.37,29.71,0.0,Emerging,High,Early Adoption
S0003083,RG0065,2021,3,996,8651,352670,2.45,24.34,0.0,Emerging,Moderate,Early Adoption
S0003084,RG0065,2021,4,1270,9921,391670,2.53,30.93,0.0,Emerging,High,Early Adoption
S0003085,RG0065,2022,1,995,10916,370914,2.94,8.74,19.37,Emerging,Low,Early Adoption
S0003086,RG0065,2022,2,1089,12005,397122,3.02,17.1,21.44,Emerging,Moderate,Early Adoption
S0003087,RG0065,2022,3,1192,13197,425298,3.1,19.68,23.1,Emerging,Moderate,Early Adoption
S0003088,RG0065,2022,4,1407,14604,458812,3.18,10.79,20.41,Emerging,Moderate,Early Adoption
S0003089,RG0065,2023,1,1430,16034,446257,3.59,43.72,27.87,Emerging,High,Growth
S0003090,RG0065,2023,2,1441,17475,475769,3.67,32.32,26.2,Emerging,High,Growth
S0003091,RG0065,2023,3,1545,19020,506795,3.75,29.61,24.48,Emerging,High,Growth
S0003092,RG0065,2023,4,2004,21024,548500,3.83,42.43,27.36,Emerging,High,Growth
S0003093,RG0065,2024,1,1659,22683,534598,4.24,16.01,21.94,Scaling,Moderate,Growth
S0003094,RG0065,2024,2,1795,24478,566227,4.32,24.57,24.51,Scaling,Moderate,Growth
