env_id,region_id,year,aqi_score,co2_target_pct,pollution_level,carbon_intensity,green_transition_priority
ENV000407,RG0034,2029,88.1,52.6,Moderate,0.58,45.0
ENV000408,RG0034,2030,84.6,54.3,Moderate,0.58,44.9
ENV000409,RG0035,2019,87.9,37.5,Moderate,0.54,38.9
ENV000410,RG0035,2020,88.0,39.2,Moderate,0.54,39.5
ENV000411,RG0035,2021,84.7,40.9,Moderate,0.54,39.5
ENV000412,RG0035,2022,85.8,42.6,Moderate,0.54,40.3
ENV000413,RG0035,2023,86.5,44.3,Moderate,0.54,41.0
ENV000414,RG0035,2024,81.7,46.0,Moderate,0.54,40.8
ENV000415,RG0035,2025,89.9,47.7,Moderate,0.54,42.9
ENV000416,RG0035,2026,87.9,49.4,Moderate,0.54,43.1
ENV000417,RG0035,2027,87.0,51.1,Moderate,0.54,43.5
ENV000418,RG0035,2028,80.2,52.8,Moderate,0.54,42.9
ENV000419,RG0035,2029,84.6,54.5,Moderate,0.54,44.3
ENV000420,RG0035,2030,81.1,56.2,Moderate,0.54,44.2
ENV000421,RG0036,2019,73.9,38.7,Moderate,0.49,35.9
ENV000422,RG0036,2020,73.0,40.4,Moderate,0.49,36.3
ENV000423,RG0036,2021,71.7,42.1,Moderate,0.49,36.7
ENV000424,RG0036,2022,79.1,43.8,Moderate,0.49,38.6
ENV000425,RG0036,2023,68.5,45.5,Moderate,0.49,37.3
ENV000426,RG0036,2024,81.2,47.2,Moderate,0.49,40.2
ENV000427,RG0036,2025,77.6,48.9,Moderate,0.49,40.2
ENV000428,RG0036,2026,76.2,50.6,Moderate,0.49,40.5
ENV000429,RG0036,2027,67.9,52.3,Moderate,0.49,39.6
ENV000430,RG0036,2028,69.8,54.0,Moderate,0.49,40.5
ENV000431,RG0036,2029,71.8,55.7,Moderate,0.49,41.5
ENV000432,RG0036,2030,72.0,57.4,Moderate,0.49,42.1
ENV000433,RG0037,2019,81.8,18.0,Moderate,0.44,29.2
ENV000434,RG0037,2020,86.9,19.7,Moderate,0.44,30.7
ENV000435,RG0037,2021,79.4,21.4,Moderate,0.44,29.9
ENV000436,RG0037,2022,86.5,23.1,Moderate,0.44,31.8
ENV000437,RG0037,2023,85.7,24.8,Moderate,0.44,32.3
ENV000438,RG0037,2024,89.0,26.5,Moderate,0.44,33.5
ENV000439,RG0037,2025,76.9,28.2,Moderate,0.44,31.8
ENV000440,RG0037,2026,83.3,29.9,Moderate,0.44,33.6
ENV000441,RG0037,2027,74.7,31.6,Moderate,0.44,32.6
ENV000442,RG0037,2028,80.1,33.3,Moderate,0.44,34.2
ENV000443,RG0037,2029,84.5,35.0,Moderate,0.44,35.7
ENV000444,RG0037,2030,80.7,36.7,Moderate,0.44,35.5
ENV000445,RG0038,2019,83.1,18.0,Moderate,0.44,29.4
ENV000446,RG0038,2020,80.7,19.7,Moderate,0.44,29.5
ENV000447,RG0038,2021,90.2,21.4,Moderate,0.44,31.9
ENV000448,RG0038,2022,80.7,23.1,Moderate,0.44,30.7
ENV000449,RG0038,2023,82.4,24.8,Moderate,0.44,31.7
ENV000450,RG0038,2024,83.9,26.5,Moderate,0.44,32.5
ENV000451,RG0038,2025,80.7,28.2,Moderate,0.44,32.5
ENV000452,RG0038,2026,87.0,29.9,Moderate,0.44,34.3
ENV000453,RG0038,2027,74.6,31.6,Moderate,0.44,32.6
ENV000454,RG0038,2028,72.6,33.3,Moderate,0.44,32.8
ENV000455,RG0038,2029,81.0,35.0,Moderate,0.44,35.0
ENV000456,RG0038,2030,71.8,36.7,Moderate,0.44,33.9
ENV000457,RG0039,2019,72.3,18.0,Moderate,0.44,27.4
ENV000458,RG0039,2020,75.6,19.7,Moderate,0.44,28.6
ENV000459,RG0039,2021,72.7,21.4,Moderate,0.44,28.7
ENV000460,RG0039,2022,70.1,23.1,Moderate,0.44,28.8
ENV000461,RG0039,2023,65.5,24.8,Moderate,0.44,28.5
ENV000462,RG0039,2024,73.7,26.5,Moderate,0.44,30.7
ENV000463,RG0039,2025,63.4,28.2,Moderate,0.44,29.3
ENV000464,RG0039,2026,68.6,29.9,Moderate,0.44,30.9
ENV000465,RG0039,2027,69.2,31.6,Moderate,0.44,31.6
ENV000466,RG0039,2028,73.4,33.3,Moderate,0.44,33.0
ENV000467,RG0039,2029,72.5,35.0,Moderate,0.44,33.4
ENV000468,RG0039,2030,66.8,36.7,Moderate,0.44,33.0
ENV000469,RG0040,2019,80.4,18.0,Moderate,0.44,28.9
ENV000470,RG0040,2020,70.8,19.7,Moderate,0.44,27.7
ENV000471,RG0040,2021,72.2,21.4,Moderate,0.44,28.6
ENV000472,RG0040,2022,68.9,23.1,Moderate,0.44,28.6
ENV000473,RG0040,2023,78.8,24.8,Moderate,0.44,31.0
ENV000474,RG0040,2024,66.8,26.5,Moderate,0.44,29.4
ENV000475,RG0040,2025,65.5,28.2,Moderate,0.44,29.7
ENV000476,RG0040,2026,63.0,29.9,Moderate,0.44,29.9
ENV000477,RG0040,2027,65.7,31.6,Moderate,0.44,31.0
ENV000478,RG0040,2028,63.7,33.3,Moderate,0.44,31.2
ENV000479,RG0040,2029,68.7,35.0,Moderate,0.44,32.7
ENV000480,RG0040,2030,72.9,36.7,Moderate,0.44,34.1
ENV000481,RG0041,2019,73.2,18.0,Moderate,0.44,27.6
ENV000482,RG0041,2020,73.7,19.7,Moderate,0.44,28.3
ENV000483,RG0041,2021,72.6,21.4,Moderate,0.44,28.6
ENV000484,RG0041,2022,71.1,23.1,Moderate,0.44,29.0
ENV000485,RG0041,2023,70.6,24.8,Moderate,0.44,29.5
ENV000486,RG0041,2024,72.6,26.5,Moderate,0.44,30.4
ENV000487,RG0041,2025,66.5,28.2,Moderate,0.44,29.9
ENV000488,RG0041,2026,63.4,29.9,Moderate,0.44,29.9
ENV000489,RG0041,2027,70.2,31.6,Moderate,0.44,31.8
ENV000490,RG0041,2028,65.9,33.3,Moderate,0.44,31.6
ENV000491,RG0041,2029,69.9,35.0,Moderate,0.44,32.9
ENV000492,RG0041,2030,62.9,36.7,Moderate,0.44,32.3
ENV000493,RG0042,2019,79.2,18.0,Moderate,0.44,28.7
ENV000494,RG0042,2020,71.2,19.7,Moderate,0.44,27.8
ENV000495,RG0042,2021,71.8,21.4,Moderate,0.44,28.5
ENV000496,RG0042,2022,74.8,23.1,Moderate,0.44,29.7
ENV000497,RG0042,2023,72.6,24.8,Moderate,0.44,29.8
ENV000498,RG0042,2024,70.8,26.5,Moderate,0.44,30.1
ENV000499,RG0042,2025,65.3,28.2,Moderate,0.44,29.7
ENV000500,RG0042,2026,70.6,29.9,Moderate,0.44,31.3
ENV000501,RG0042,2027,70.7,31.6,Moderate,0.44,31.9
ENV000502,RG0042,2028,66.6,33.3,Moderate,0.44,31.7
ENV000503,RG0042,2029,68.3,35.0,Moderate,0.44,32.7
ENV000504,RG0042,2030,67.3,36.7,Moderate,0.44,33.1
ENV000505,RG0043,2019,77.1,18.0,Moderate,0.44,28.3
ENV000506,RG0043,2020,77.9,19.7,Moderate,0.44,29.0
ENV000507,RG0043,2021,69.5,21.4,Moderate,0.44,28.1
ENV000508,RG0043,2022,66.7,23.1,Moderate,0.44,28.2
ENV000509,RG0043,2023,74.9,24.8,Moderate,0.44,30.3
ENV000510,RG0043,2024,73.6,26.5,Moderate,0.44,30.6
ENV000511,RG0043,2025,66.0,28.2,Moderate,0.44,29.8
ENV000512,RG0043,2026,66.9,29.9,Moderate,0.44,30.6
ENV000513,RG0043,2027,69.5,31.6,Moderate,0.44,31.7
ENV000514,RG0043,2028,68.3,33.3,Moderate,0.44,32.1
ENV000515,RG0043,2029,70.6,35.0,Moderate,0.44,33.1
ENV000516,RG0043,2030,59.4,36.7,Low,0.44,31.6
ENV000517,RG0044,2019,78.6,18.0,Moderate,0.44,28.6
ENV000518,RG0044,2020,80.5,19.7,Moderate,0.44,29.5
ENV000519,RG0044,2021,79.4,21.4,Moderate,0.44,29.9
ENV000520,RG0044,2022,74.3,23.1,Moderate,0.44,29.6
ENV000521,RG0044,2023,65.6,24.8,Moderate,0.44,28.6
ENV000522,RG0044,2024,71.3,26.5,Moderate,0.44,30.2
ENV000523,RG0044,2025,71.9,28.2,Moderate,0.44,30.9
ENV000524,RG0044,2026,66.2,29.9,Moderate,0.44,30.5
ENV000525,RG0044,2027,69.7,31.6,Moderate,0.44,31.7
ENV000526,RG0044,2028,65.2,33.3,Moderate,0.44,31.5
ENV000527,RG0044,2029,64.8,35.0,Moderate,0.44,32.0
ENV000528,RG0044,2030,59.8,36.7,Low,0.44,31.7
ENV000529,RG0045,2019,78.8,18.0,Moderate,0.44,28.6
ENV000530,RG0045,2020,68.9,19.7,Moderate,0.44,27.4
ENV000531,RG0045,2021,71.5,21.4,Moderate,0.44,28.4
ENV000532,RG0045,2022,72.3,23.1,Moderate,0.44,29.2
ENV000533,RG0045,2023,68.7,24.8,Moderate,0.44,29.1
ENV000534,RG0045,2024,72.3,26.5,Moderate,0.44,30.4
ENV000535,RG0045,2025,65.8,28.2,Moderate,0.44,29.8
ENV000536,RG0045,2026,70.3,29.9,Moderate,0.44,31.2
ENV000537,RG0045,2027,63.8,31.6,Moderate,0.44,30.6
ENV000538,RG0045,2028,73.4,33.3,Moderate,0.44,33.0
ENV000539,RG0045,2029,72.0,35.0,Moderate,0.44,33.3
ENV000540,RG0045,2030,59.0,36.7,Low,0.44,31.5
ENV000541,RG0046,2019,76.9,18.0,Moderate,0.44,28.2
ENV000542,RG0046,2020,76.9,19.7,Moderate,0.44,28.8
ENV000543,RG0046,2021,76.8,21.4,Moderate,0.44,29.4
ENV000544,RG0046,2022,75.7,23.1,Moderate,0.44,29.8
ENV000545,RG0046,2023,75.5,24.8,Moderate,0.44,30.4
ENV000546,RG0046,2024,69.5,26.5,Moderate,0.44,29.9
ENV000547,RG0046,2025,74.0,28.2,Moderate,0.44,31.3
ENV000548,RG0046,2026,68.6,29.9,Moderate,0.44,30.9
ENV000549,RG0046,2027,61.6,31.6,Moderate,0.44,30.2
ENV000550,RG0046,2028,69.2,33.3,Moderate,0.44,32.2
ENV000551,RG0046,2029,69.6,35.0,Moderate,0.44,32.9
ENV000552,RG0046,2030,59.3,36.7,Low,0.44,31.6
ENV000553,RG0047,2019,105.3,18.0,High,0.55,35.4
ENV000554,RG0047,2020,106.2,19.7,High,0.55,36.2
ENV000555,RG0047,2021,104.3,21.4,High,0.55,36.4
ENV000556,RG0047,2022,104.1,23.1,High,0.55,37.0
ENV000557,RG0047,2023,103.8,24.8,High,0.55,37.5
ENV000558,RG0047,2024,103.8,26.5,High,0.55,38.1
ENV000559,RG0047,2025,102.9,28.2,High,0.55,38.6
ENV000560,RG0047,2026,93.5,29.9,Moderate,0.55,37.4
ENV000561,RG0047,2027,99.1,31.6,Moderate,0.55,39.1
ENV000562,RG0047,2028,96.8,33.3,Moderate,0.55,39.2
ENV000563,RG0047,2029,95.5,35.0,Moderate,0.55,39.6
ENV000564,RG0047,2030,96.7,36.7,Moderate,0.55,40.4
ENV000565,RG0048,2019,100.3,18.0,High,0.55,34.5
ENV000566,RG0048,2020,109.1,19.7,High,0.55,36.7
ENV000567,RG0048,2021,109.4,21.4,High,0.55,37.4
ENV000568,RG0048,2022,95.9,23.1,Moderate,0.55,35.5
ENV000569,RG0048,2023,104.3,24.8,High,0.55,37.6
ENV000570,RG0048,2024,92.9,26.5,Moderate,0.55,36.1
ENV000571,RG0048,2025,94.8,28.2,Moderate,0.55,37.1
ENV000572,RG0048,2026,96.0,29.9,Moderate,0.55,37.9
ENV000573,RG0048,2027,97.3,31.6,Moderate,0.55,38.7
ENV000574,RG0048,2028,89.5,33.3,Moderate,0.55,37.9
ENV000575,RG0048,2029,89.3,35.0,Moderate,0.55,38.5
ENV000576,RG0048,2030,94.0,36.7,Moderate,0.55,39.9
ENV000577,RG0049,2019,103.5,18.0,High,0.55,35.1
ENV000578,RG0049,2020,99.7,19.7,Moderate,0.55,35.0
ENV000579,RG0049,2021,104.8,21.4,High,0.55,36.5
ENV000580,RG0049,2022,107.0,23.1,High,0.55,37.5
ENV000581,RG0049,2023,96.3,24.8,Moderate,0.55,36.2
ENV000582,RG0049,2024,100.5,26.5,High,0.55,37.5
ENV000583,RG0049,2025,93.3,28.2,Moderate,0.55,36.8
ENV000584,RG0049,2026,99.4,29.9,Moderate,0.55,38.5
ENV000585,RG0049,2027,97.1,31.6,Moderate,0.55,38.7
ENV000586,RG0049,2028,96.6,33.3,Moderate,0.55,39.2
ENV000587,RG0049,2029,89.3,35.0,Moderate,0.55,38.5
ENV000588,RG0049,2030,96.3,36.7,Moderate,0.55,40.4
ENV000589,RG0050,2019,111.9,18.0,High,0.55,36.6
ENV000590,RG0050,2020,104.0,19.7,High,0.55,35.8
ENV000591,RG0050,2021,99.8,21.4,Moderate,0.55,35.6
ENV000592,RG0050,2022,100.7,23.1,High,0.55,36.4
ENV000593,RG0050,2023,94.2,24.8,Moderate,0.55,35.8
ENV000594,RG0050,2024,102.9,26.5,High,0.55,38.0
ENV000595,RG0050,2025,101.6,28.2,High,0.55,38.3
ENV000596,RG0050,2026,92.5,29.9,Moderate,0.55,37.2
ENV000597,RG0050,2027,95.2,31.6,Moderate,0.55,38.3
ENV000598,RG0050,2028,99.2,33.3,Moderate,0.55,39.7
ENV000599,RG0050,2029,97.5,35.0,Moderate,0.55,40.0
ENV000600,RG0050,2030,99.3,36.7,Moderate,0.55,40.9
ENV000601,RG0051,2019,105.8,18.0,High,0.52,35.0
ENV000602,RG0051,2020,106.8,19.7,High,0.52,35.8
ENV000603,RG0051,2021,106.4,21.4,High,0.52,36.3
ENV000604,RG0051,2022,112.7,23.1,High,0.52,38.1
ENV000605,RG0051,2023,109.0,24.8,High,0.52,38.0
ENV000606,RG0051,2024,104.8,26.5,High,0.52,37.8
ENV000607,RG0051,2025,108.6,28.2,High,0.52,39.1
ENV000608,RG0051,2026,107.8,29.9,High,0.52,39.6
ENV000609,RG0051,2027,103.7,31.6,High,0.52,39.4
ENV000610,RG0051,2028,105.9,33.3,High,0.52,40.4
ENV000611,RG0051,2029,96.7,35.0,Moderate,0.52,39.3
ENV000612,RG0051,2030,92.6,36.7,Moderate,0.52,39.1
ENV000613,RG0052,2019,99.6,18.0,Moderate,0.52,33.8
ENV000614,RG0052,2020,99.8,19.7,Moderate,0.52,34.5
ENV000615,RG0052,2021,94.0,21.4,Moderate,0.52,34.0
ENV000616,RG0052,2022,98.1,23.1,Moderate,0.52,35.4
ENV000617,RG0052,2023,98.9,24.8,Moderate,0.52,36.1
ENV000618,RG0052,2024,89.8,26.5,Moderate,0.52,35.0
ENV000619,RG0052,2025,90.7,28.2,Moderate,0.52,35.8
ENV000620,RG0052,2026,94.8,29.9,Moderate,0.52,37.2
ENV000621,RG0052,2027,91.4,31.6,Moderate,0.52,37.1
ENV000622,RG0052,2028,85.0,33.3,Moderate,0.52,36.5
ENV000623,RG0052,2029,92.2,35.0,Moderate,0.52,38.5
ENV000624,RG0052,2030,88.9,36.7,Moderate,0.52,38.5
ENV000625,RG0053,2019,94.7,18.0,Moderate,0.52,32.9
ENV000626,RG0053,2020,100.0,19.7,High,0.52,34.5
ENV000627,RG0053,2021,98.5,21.4,Moderate,0.52,34.8
ENV000628,RG0053,2022,102.8,23.1,High,0.52,36.2
ENV000629,RG0053,2023,92.3,24.8,Moderate,0.52,34.9
ENV000630,RG0053,2024,99.4,26.5,Moderate,0.52,36.8
ENV000631,RG0053,2025,99.0,28.2,Moderate,0.52,37.3
ENV000632,RG0053,2026,95.0,29.9,Moderate,0.52,37.2
ENV000633,RG0053,2027,86.5,31.6,Moderate,0.52,36.2
ENV000634,RG0053,2028,91.9,33.3,Moderate,0.52,37.8
ENV000635,RG0053,2029,88.7,35.0,Moderate,0.52,37.8
ENV000636,RG0053,2030,82.7,36.7,Moderate,0.52,37.3
ENV000637,RG0054,2019,94.7,18.0,Moderate,0.52,32.9
ENV000638,RG0054,2020,98.3,19.7,Moderate,0.52,34.2
ENV000639,RG0054,2021,93.9,21.4,Moderate,0.52,34.0
ENV000640,RG0054,2022,101.4,23.1,High,0.52,36.0
ENV000641,RG0054,2023,90.0,24.8,Moderate,0.52,34.5
ENV000642,RG0054,2024,87.2,26.5,Moderate,0.52,34.5
ENV000643,RG0054,2025,97.0,28.2,Moderate,0.52,37.0
ENV000644,RG0054,2026,95.4,29.9,Moderate,0.52,37.3
ENV000645,RG0054,2027,87.5,31.6,Moderate,0.52,36.4
ENV000646,RG0054,2028,84.3,33.3,Moderate,0.52,36.4
ENV000647,RG0054,2029,93.7,35.0,Moderate,0.52,38.7
ENV000648,RG0054,2030,81.0,36.7,Moderate,0.52,37.0
ENV000649,RG0055,2019,96.6,18.0,Moderate,0.52,33.3
ENV000650,RG0055,2020,98.5,19.7,Moderate,0.52,34.2
ENV000651,RG0055,2021,101.3,21.4,High,0.52,35.4
ENV000652,RG0055,2022,100.2,23.1,High,0.52,35.8
ENV000653,RG0055,2023,90.2,24.8,Moderate,0.52,34.5
ENV000654,RG0055,2024,89.7,26.5,Moderate,0.52,35.0
ENV000655,RG0055,2025,87.9,28.2,Moderate,0.52,35.3
ENV000656,RG0055,2026,93.6,29.9,Moderate,0.52,36.9
ENV000657,RG0055,2027,92.5,31.6,Moderate,0.52,37.3
ENV000658,RG0055,2028,89.6,33.3,Moderate,0.52,37.4
ENV000659,RG0055,2029,91.9,35.0,Moderate,0.52,38.4
ENV000660,RG0055,2030,81.6,36.7,Moderate,0.52,37.1
ENV000661,RG0056,2019,102.8,18.0,High,0.52,34.4
ENV000662,RG0056,2020,99.4,19.7,Moderate,0.52,34.4
ENV000663,RG0056,2021,94.1,21.4,Moderate,0.52,34.0
ENV000664,RG0056,2022,101.2,23.1,High,0.52,35.9
ENV000665,RG0056,2023,99.7,24.8,Moderate,0.52,36.3
ENV000666,RG0056,2024,99.3,26.5,Moderate,0.52,36.8
ENV000667,RG0056,2025,88.3,28.2,Moderate,0.52,35.3
ENV000668,RG0056,2026,94.7,29.9,Moderate,0.52,37.1
ENV000669,RG0056,2027,90.2,31.6,Moderate,0.52,36.9
ENV000670,RG0056,2028,91.0,33.3,Moderate,0.52,37.6
ENV000671,RG0056,2029,95.6,35.0,Moderate,0.52,39.1
ENV000672,RG0056,2030,90.4,36.7,Moderate,0.52,38.7
ENV000673,RG0057,2019,152.1,18.0,Severe,0.65,45.8
ENV000674,RG0057,2020,149.7,19.7,High,0.65,46.0
ENV000675,RG0057,2021,152.7,21.4,Severe,0.65,47.1
ENV000676,RG0057,2022,150.7,23.1,Severe,0.65,47.4
ENV000677,RG0057,2023,149.8,24.8,High,0.65,47.8
ENV000678,RG0057,2024,138.1,26.5,High,0.65,46.2
ENV000679,RG0057,2025,141.1,28.2,High,0.65,47.4
ENV000680,RG0057,2026,136.9,29.9,High,0.65,47.2
ENV000681,RG0057,2027,133.6,31.6,High,0.65,47.2
ENV000682,RG0057,2028,143.8,33.3,High,0.65,49.7
ENV000683,RG0057,2029,132.6,35.0,High,0.65,48.2
ENV000684,RG0057,2030,138.3,36.7,High,0.65,49.9
ENV000685,RG0058,2019,141.6,18.0,High,0.65,43.9
ENV000686,RG0058,2020,137.2,19.7,High,0.65,43.7
ENV000687,RG0058,2021,137.8,21.4,High,0.65,44.4
ENV000688,RG0058,2022,129.5,23.1,High,0.65,43.4
ENV000689,RG0058,2023,135.9,24.8,High,0.65,45.2
ENV000690,RG0058,2024,131.2,26.5,High,0.65,45.0
ENV000691,RG0058,2025,122.9,28.2,High,0.65,44.0
ENV000692,RG0058,2026,122.0,29.9,High,0.65,44.4
ENV000693,RG0058,2027,130.0,31.6,High,0.65,46.5
ENV000694,RG0058,2028,132.4,33.3,High,0.65,47.6
ENV000695,RG0058,2029,128.8,35.0,High,0.65,47.5
ENV000696,RG0058,2030,130.8,36.7,High,0.65,48.5
ENV000697,RG0059,2019,137.9,18.0,High,0.65,43.2
ENV000698,RG0059,2020,129.5,19.7,High,0.65,42.2
ENV000699,RG0059,2021,134.4,21.4,High,0.65,43.7
ENV000700,RG0059,2022,131.6,23.1,High,0.65,43.8
ENV000701,RG0059,2023,136.5,24.8,High,0.65,45.3
ENV000702,RG0059,2024,128.7,26.5,High,0.65,44.5
ENV000703,RG0059,2025,131.8,28.2,High,0.65,45.7
ENV000704,RG0059,2026,124.0,29.9,High,0.65,44.8
ENV000705,RG0059,2027,133.8,31.6,High,0.65,47.2
ENV000706,RG0059,2028,121.5,33.3,High,0.65,45.6
ENV000707,RG0059,2029,123.3,35.0,High,0.65,46.5
ENV000708,RG0059,2030,126.1,36.7,High,0.65,47.6
ENV000709,RG0060,2019,140.0,18.0,High,0.65,43.6
ENV000710,RG0060,2020,132.3,19.7,High,0.65,42.8
ENV000711,RG0060,2021,138.8,21.4,High,0.65,44.6
ENV000712,RG0060,2022,139.1,23.1,High,0.65,45.2
ENV000713,RG0060,2023,130.0,24.8,High,0.65,44.1
ENV000714,RG0060,2024,128.6,26.5,High,0.65,44.5
ENV000715,RG0060,2025,123.2,28.2,High,0.65,44.1
ENV000716,RG0060,2026,127.9,29.9,High,0.65,45.5
ENV000717,RG0060,2027,126.2,31.6,High,0.65,45.8
ENV000718,RG0060,2028,119.5,33.3,High,0.65,45.2
ENV000719,RG0060,2029,126.8,35.0,High,0.65,47.1
ENV000720,RG0060,2030,117.9,36.7,High,0.65,46.1
ENV000721,RG0061,2019,130.8,18.0,High,0.65,41.9
ENV000722,RG0061,2020,128.4,19.7,High,0.65,42.0
ENV000723,RG0061,2021,133.7,21.4,High,0.65,43.6
ENV000724,RG0061,2022,134.5,23.1,High,0.65,44.4
ENV000725,RG0061,2023,133.6,24.8,High,0.65,44.8
ENV000726,RG0061,2024,127.5,26.5,High,0.65,44.3
ENV000727,RG0061,2025,130.9,28.2,High,0.65,45.5
ENV000728,RG0061,2026,125.9,29.9,High,0.65,45.2
ENV000729,RG0061,2027,121.7,31.6,High,0.65,45.0
ENV000730,RG0061,2028,128.2,33.3,High,0.65,46.8
ENV000731,RG0061,2029,127.7,35.0,High,0.65,47.3
ENV000732,RG0061,2030,128.9,36.7,High,0.65,48.1
ENV000733,RG0062,2019,129.6,18.0,High,0.65,41.7
ENV000734,RG0062,2020,130.3,19.7,High,0.65,42.4
ENV000735,RG0062,2021,134.9,21.4,High,0.65,43.8
ENV000736,RG0062,2022,134.6,23.1,High,0.65,44.4
ENV000737,RG0062,2023,134.6,24.8,High,0.65,45.0
ENV000738,RG0062,2024,127.2,26.5,High,0.65,44.2
ENV000739,RG0062,2025,133.6,28.2,High,0.65,46.0
ENV000740,RG0062,2026,132.0,29.9,High,0.65,46.3
ENV000741,RG0062,2027,121.7,31.6,High,0.65,45.0
ENV000742,RG0062,2028,128.7,33.3,High,0.65,46.9
ENV000743,RG0062,2029,118.3,35.0,High,0.65,45.6
ENV000744,RG0062,2030,122.7,36.7,High,0.65,47.0
ENV000745,RG0063,2019,140.9,18.0,High,0.65,43.7
ENV000746,RG0063,2020,141.2,19.7,High,0.65,44.4
ENV000747,RG0063,2021,140.4,21.4,High,0.65,44.9
ENV000748,RG0063,2022,135.3,23.1,High,0.65,44.5
ENV000749,RG0063,2023,135.6,24.8,High,0.65,45.2
ENV000750,RG0063,2024,135.7,26.5,High,0.65,45.8
ENV000751,RG0063,2025,132.2,28.2,High,0.65,45.7
ENV000752,RG0063,2026,128.7,29.9,High,0.65,45.7
ENV000753,RG0063,2027,128.3,31.6,High,0.65,46.2
ENV000754,RG0063,2028,122.5,33.3,High,0.65,45.7
ENV000755,RG0063,2029,124.8,35.0,High,0.65,46.8
ENV000756,RG0063,2030,123.6,36.7,High,0.65,47.1
ENV000757,RG0064,2019,131.5,18.0,High,0.65,42.0
ENV000758,RG0064,2020,129.0,19.7,High,0.65,42.1
ENV000759,RG0064,2021,135.0,21.4,High,0.65,43.9
ENV000760,RG0064,2022,139.6,23.1,High,0.65,45.3
ENV000761,RG0064,2023,127.0,24.8,High,0.65,43.6
ENV000762,RG0064,2024,133.6,26.5,High,0.65,45.4
ENV000763,RG0064,2025,125.4,28.2,High,0.65,44.5
ENV000764,RG0064,2026,123.3,29.9,High,0.65,44.7
ENV000765,RG0064,2027,132.2,31.6,High,0.65,46.9
ENV000766,RG0064,2028,125.4,33.3,High,0.65,46.3
ENV000767,RG0064,2029,123.0,35.0,High,0.65,46.4
ENV000768,RG0064,2030,123.7,36.7,High,0.65,47.2
ENV000769,RG0065,2019,134.1,18.0,High,0.61,41.8
ENV000770,RG0065,2020,136.0,19.7,High,0.61,42.7
ENV000771,RG0065,2021,132.0,21.4,High,0.61,42.6
ENV000772,RG0065,2022,129.0,23.1,High,0.61,42.7
ENV000773,RG0065,2023,129.5,24.8,High,0.61,43.3
ENV000774,RG0065,2024,138.2,26.5,High,0.61,45.6
ENV000775,RG0065,2025,134.7,28.2,High,0.61,45.5
ENV000776,RG0065,2026,137.5,29.9,High,0.61,46.6
ENV000777,RG0065,2027,125.0,31.6,High,0.61,44.9
ENV000778,RG0065,2028,128.7,33.3,High,0.61,46.2
ENV000779,RG0065,2029,131.6,35.0,High,0.61,47.3
ENV000780,RG0065,2030,121.9,36.7,High,0.61,46.1
ENV000781,RG0066,2019,126.4,18.0,High,0.61,40.4
ENV000782,RG0066,2020,132.1,19.7,High,0.61,42.0
ENV000783,RG0066,2021,131.5,21.4,High,0.61,42.5
ENV000784,RG0066,2022,119.0,23.1,High,0.61,40.8
ENV000785,RG0066,2023,124.8,24.8,High,0.61,42.5
ENV000786,RG0066,2024,125.4,26.5,High,0.61,43.2
ENV000787,RG0066,2025,116.4,28.2,High,0.61,42.1
ENV000788,RG0066,2026,120.3,29.9,High,0.61,43.4
ENV000789,RG0066,2027,119.7,31.6,High,0.61,43.9
ENV000790,RG0066,2028,116.3,33.3,High,0.61,43.9
ENV000791,RG0066,2029,120.6,35.0,High,0.61,45.3
ENV000792,RG0066,2030,118.0,36.7,High,0.61,45.4
ENV000793,RG0067,2019,126.1,18.0,High,0.61,40.3
ENV000794,RG0067,2020,132.6,19.7,High,0.61,42.1
ENV000795,RG0067,2021,131.3,21.4,High,0.61,42.5
ENV000796,RG0067,2022,124.4,23.1,High,0.61,41.8
ENV000797,RG0067,2023,119.6,24.8,High,0.61,41.5
ENV000798,RG0067,2024,128.2,26.5,High,0.61,43.7
ENV000799,RG0067,2025,124.0,28.2,High,0.61,43.5
ENV000800,RG0067,2026,113.4,29.9,High,0.61,42.2
ENV000801,RG0067,2027,120.4,31.6,High,0.61,44.1
ENV000802,RG0067,2028,112.8,33.3,High,0.61,43.3
ENV000803,RG0067,2029,114.1,35.0,High,0.61,44.1
ENV000804,RG0067,2030,111.8,36.7,High,0.61,44.3
ENV000805,RG0068,2019,120.4,18.0,High,0.61,39.3
ENV000806,RG0068,2020,130.2,19.7,High,0.61,41.7
ENV000807,RG0068,2021,127.1,21.4,High,0.61,41.7
ENV000808,RG0068,2022,120.3,23.1,High,0.61,41.0
ENV000809,RG0068,2023,119.7,24.8,High,0.61,41.5
ENV000810,RG0068,2024,114.7,26.5,High,0.61,41.2
ENV000811,RG0068,2025,116.3,28.2,High,0.61,42.1
ENV000812,RG0068,2026,115.7,29.9,High,0.61,42.6
ENV000813,RG0068,2027,115.1,31.6,High,0.61,43.1
ENV000814,RG0068,2028,120.8,33.3,High,0.61,44.7
ENV000815,RG0068,2029,114.0,35.0,High,0.61,44.1
ENV000816,RG0068,2030,109.4,36.7,High,0.61,43.8
ENV000817,RG0069,2019,126.1,18.0,High,0.61,40.3
ENV000818,RG0069,2020,128.0,19.7,High,0.61,41.3
ENV000819,RG0069,2021,118.7,21.4,High,0.61,40.1
ENV000820,RG0069,2022,128.1,23.1,High,0.61,42.5
